Id,Temperature (K),Pressure (kPa),Phase,N Components,Density Value (g / ml),Density Uncertainty (g / ml),Source,Component 1,Mole Fraction 1,Exact Amount 1,Role 1,Component 2,Mole Fraction 2,Exact Amount 2,Role 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol)
6437,298.15,101.0,Liquid,2,0.8388000000000001,,10.1021/je700700f,CC(C)O,0.4981,0,Solvent,O,0.5019,0.0,Solvent,,
6438,313.15,101.0,Liquid,2,,,10.1016/j.jct.2007.12.002,CC(C)O,0.2031,0,Solvent,O,0.7969,0.0,Solvent,-0.3026,
6439,313.15,101.0,Liquid,2,,,10.1016/j.jct.2007.12.002,CC(C)O,0.5048,0,Solvent,O,0.4952,0.0,Solvent,0.1916,
6440,313.15,101.0,Liquid,2,,,10.1016/j.jct.2007.12.002,CC(C)O,0.704,0,Solvent,O,0.296,0.0,Solvent,0.3259,
6441,298.15,101.0,Liquid,2,0.7933000000000001,,10.1021/je050416y,CCC(C)(C)O,0.2584,0,Solvent,CCO,0.7416,0.0,Solvent,,
6442,298.15,101.0,Liquid,2,0.8018000000000002,,10.1021/je050416y,CCC(C)(C)O,0.5495,0,Solvent,CCO,0.4505,0.0,Solvent,,
6443,298.15,101.0,Liquid,2,0.8048000000000002,,10.1021/je050416y,CCC(C)(C)O,0.6765,0,Solvent,CCO,0.3235,0.0,Solvent,,
6444,298.15,101.3,Liquid,2,,,10.1021/je101031j,CCC(C)(C)O,0.2807,0,Solvent,CCO,0.7193,0.0,Solvent,-0.7056,
6445,298.15,101.3,Liquid,2,,,10.1021/je101031j,CCC(C)(C)O,0.4607,0,Solvent,CCO,0.5393,0.0,Solvent,-0.95,
6446,298.15,101.3,Liquid,2,,,10.1021/je101031j,CCC(C)(C)O,0.7306,0,Solvent,CCO,0.2694,0.0,Solvent,-0.7709,
6447,298.15,101.33,Liquid,2,0.9676900000000004,,10.1016/j.fluid.2013.10.029,c1cc[nH]c1,0.7554,0,Solvent,c1ccncc1,0.2446,0.0,Solvent,,
6448,298.15,101.33,Liquid,2,0.9706400000000002,,10.1016/j.fluid.2013.10.029,c1cc[nH]c1,0.5426,0,Solvent,c1ccncc1,0.4574,0.0,Solvent,,
6449,298.15,101.33,Liquid,2,0.9755600000000002,,10.1016/j.fluid.2013.10.029,c1cc[nH]c1,0.2273,0,Solvent,c1ccncc1,0.7727,0.0,Solvent,,
6450,298.15,101.0,Liquid,2,,,10.1016/j.fluid.2013.10.029,c1cc[nH]c1,0.2395,0,Solvent,c1ccncc1,0.7605,0.0,Solvent,-1.7662,
6451,298.15,101.0,Liquid,2,,,10.1016/j.fluid.2013.10.029,c1cc[nH]c1,0.5095,0,Solvent,c1ccncc1,0.4905,0.0,Solvent,-2.649,
6452,298.15,101.0,Liquid,2,,,10.1016/j.fluid.2013.10.029,c1cc[nH]c1,0.7602,0,Solvent,c1ccncc1,0.2398,0.0,Solvent,-1.6452,
6453,298.15,101.3,Liquid,2,1.1044310000000004,,10.1021/je0340809,O,0.2552,0,Solvent,OC1=NCCC1,0.7448,0.0,Solvent,,
6454,298.15,101.3,Liquid,2,1.0977070000000004,,10.1021/je0340809,O,0.5,0,Solvent,OC1=NCCC1,0.5,0.0,Solvent,,
6455,298.15,101.3,Liquid,2,1.077068,,10.1021/je0340809,O,0.7532,0,Solvent,OC1=NCCC1,0.2468,0.0,Solvent,,
6456,298.15,101.0,Liquid,2,,,10.1016/j.jct.2013.09.015,O,0.7681,0,Solvent,OC1=NCCC1,0.2319,0.0,Solvent,-0.5238,
6457,298.15,101.0,Liquid,2,,,10.1016/j.jct.2013.09.015,O,0.5217,0,Solvent,OC1=NCCC1,0.4783,0.0,Solvent,-0.8384,
6458,298.15,101.0,Liquid,2,,,10.1016/j.jct.2013.09.015,O,0.2307,0,Solvent,OC1=NCCC1,0.7693,0.0,Solvent,-0.678,
6459,303.15,101.0,Liquid,2,0.9583800000000002,,10.1016/j.jct.2006.06.005,C1CCCCC1,0.2275,0,Solvent,CN1CCCC1=O,0.7725,0.0,Solvent,,
6460,303.15,101.0,Liquid,2,0.8757100000000002,,10.1016/j.jct.2006.06.005,C1CCCCC1,0.5409,0,Solvent,CN1CCCC1=O,0.4591,0.0,Solvent,,
6461,303.15,101.0,Liquid,2,0.8287300000000002,,10.1016/j.jct.2006.06.005,C1CCCCC1,0.7332,0,Solvent,CN1CCCC1=O,0.2668,0.0,Solvent,,
6462,308.15,101.0,Liquid,2,,,10.1016/j.jct.2010.12.016,C1CCCCC1,0.7518,0,Solvent,CN1CCCC1=O,0.2482,0.0,Solvent,1.1998,
6463,308.15,101.0,Liquid,2,,,10.1016/j.jct.2010.12.016,C1CCCCC1,0.4734,0,Solvent,CN1CCCC1=O,0.5266,0.0,Solvent,1.4691,
6464,308.15,101.0,Liquid,2,,,10.1016/j.jct.2010.12.016,C1CCCCC1,0.2789,0,Solvent,CN1CCCC1=O,0.7211,0.0,Solvent,1.2061,
6465,303.15,101.0,Liquid,2,0.9163300000000004,,10.1016/j.jct.2006.06.005,CN1CCCC1=O,0.2524,0,Solvent,c1ccccc1,0.7476,0.0,Solvent,,
6466,293.15,101.0,Liquid,2,0.9684700000000004,,10.1016/j.jct.2006.05.006,CN1CCCC1=O,0.5135,0,Solvent,c1ccccc1,0.4865,0.0,Solvent,,
6467,298.15,101.0,Liquid,2,1.0204500000000003,,10.1016/j.fluid.2008.11.006,CN1CCCC1=O,0.937492,0,Solvent,c1ccccc1,0.062508,0.0,Solvent,,
6468,308.15,101.0,Liquid,2,,,10.1016/j.jct.2010.12.016,CN1CCCC1=O,0.2356,0,Solvent,c1ccccc1,0.7644,0.0,Solvent,-0.3684,
6469,308.15,101.0,Liquid,2,,,10.1016/j.jct.2010.12.016,CN1CCCC1=O,0.5467,0,Solvent,c1ccccc1,0.4533,0.0,Solvent,-0.4943,
6470,308.15,101.0,Liquid,2,,,10.1016/j.jct.2010.12.016,CN1CCCC1=O,0.7411,0,Solvent,c1ccccc1,0.2589,0.0,Solvent,-0.3841,
6471,303.15,101.0,Liquid,2,0.9415400000000002,,10.1016/j.jct.2006.06.005,CN1CCCC1=O,0.4815,0,Solvent,Cc1ccccc1,0.5185,0.0,Solvent,,
6472,293.15,101.0,Liquid,2,0.9061600000000002,,10.1016/j.jct.2006.05.006,CN1CCCC1=O,0.2216,0,Solvent,Cc1ccccc1,0.7784,0.0,Solvent,,
6473,303.15,101.0,Liquid,2,0.9854500000000004,,10.1016/j.jct.2006.05.006,CN1CCCC1=O,0.7564,0,Solvent,Cc1ccccc1,0.2436,0.0,Solvent,,
6474,308.15,101.0,Liquid,2,,,10.1016/j.jct.2010.12.016,CN1CCCC1=O,0.2231,0,Solvent,Cc1ccccc1,0.7769,0.0,Solvent,-0.1889,
6475,308.15,101.0,Liquid,2,,,10.1016/j.jct.2010.12.016,CN1CCCC1=O,0.4821,0,Solvent,Cc1ccccc1,0.5179,0.0,Solvent,-0.2985,
6476,308.15,101.0,Liquid,2,,,10.1016/j.jct.2010.12.016,CN1CCCC1=O,0.7418,0,Solvent,Cc1ccccc1,0.2582,0.0,Solvent,-0.2141,
6477,298.15,101.0,Liquid,2,0.8030000000000002,,10.1021/je300678r,CC(=O)CC(C)C,0.2017,0,Solvent,CCC(C)(C)O,0.7983,0.0,Solvent,,
6478,298.15,101.0,Liquid,2,0.7987300000000002,,10.1021/je300678r,CC(=O)CC(C)C,0.5008,0,Solvent,CCC(C)(C)O,0.4992,0.0,Solvent,,
6479,298.15,101.0,Liquid,2,0.7968700000000002,,10.1021/je300678r,CC(=O)CC(C)C,0.7009,0,Solvent,CCC(C)(C)O,0.2991,0.0,Solvent,,
6480,298.15,101.0,Liquid,2,,,10.1021/je300678r,CC(=O)CC(C)C,0.2017,0,Solvent,CCC(C)(C)O,0.7983,0.0,Solvent,0.8181,
6481,298.15,101.0,Liquid,2,,,10.1021/je300678r,CC(=O)CC(C)C,0.5008,0,Solvent,CCC(C)(C)O,0.4992,0.0,Solvent,1.3674,
6482,298.15,101.0,Liquid,2,,,10.1021/je300678r,CC(=O)CC(C)C,0.7009,0,Solvent,CCC(C)(C)O,0.2991,0.0,Solvent,1.2068,
6483,298.15,101.0,Liquid,2,0.8771300000000002,,10.1016/j.jct.2007.05.009,C1CCNCC1,0.75,0,Solvent,O,0.25,0.0,Solvent,,
6484,298.15,101.0,Liquid,2,0.90329,,10.1016/j.jct.2007.05.009,C1CCNCC1,0.5,0,Solvent,O,0.5,0.0,Solvent,,
6485,298.15,101.0,Liquid,2,0.9379600000000002,,10.1016/j.jct.2007.05.009,C1CCNCC1,0.25,0,Solvent,O,0.75,0.0,Solvent,,
6486,297.15,101.0,Liquid,2,,,10.1016/j.fluid.2009.10.018,C1CCNCC1,0.75,0,Solvent,O,0.25,0.0,Solvent,-1.4628,
6487,297.15,101.0,Liquid,2,,,10.1016/j.fluid.2009.10.018,C1CCNCC1,0.5,0,Solvent,O,0.5,0.0,Solvent,-2.1379,
6488,297.15,101.0,Liquid,2,,,10.1016/j.fluid.2009.10.018,C1CCNCC1,0.25,0,Solvent,O,0.75,0.0,Solvent,-1.9642,
6489,298.15,101.0,Liquid,2,1.0013300000000005,,10.1016/j.jct.2011.06.020,CN1CCNCC1,0.2091,0,Solvent,O,0.7909,0.0,Solvent,,
6490,298.15,101.0,Liquid,2,0.9464100000000002,,10.1016/j.jct.2011.06.020,CN1CCNCC1,0.5109,0,Solvent,O,0.4891,0.0,Solvent,,
6491,298.15,101.0,Liquid,2,0.9223100000000002,,10.1016/j.jct.2011.06.020,CN1CCNCC1,0.7065,0,Solvent,O,0.2935,0.0,Solvent,,
6492,298.15,101.0,Liquid,2,,,10.1016/j.jct.2015.06.006,CN1CCNCC1,0.1998,0,Solvent,O,0.8002,0.0,Solvent,-4.495,
6493,298.15,101.0,Liquid,2,,,10.1016/j.jct.2015.06.006,CN1CCNCC1,0.55,0,Solvent,O,0.45,0.0,Solvent,-3.547,
6494,298.15,101.0,Liquid,2,,,10.1016/j.jct.2015.06.006,CN1CCNCC1,0.7926,0,Solvent,O,0.2074,0.0,Solvent,-1.753,
6495,298.15,101.0,Liquid,2,0.91866,,10.1016/j.tca.2011.06.020,C1CCOCC1,0.7279,0,Solvent,Cc1ccccc1N,0.2721,0.0,Solvent,,
6496,298.15,101.0,Liquid,2,0.9459860000000002,,10.1016/j.tca.2011.06.020,C1CCOCC1,0.4986,0,Solvent,Cc1ccccc1N,0.5014,0.0,Solvent,,
6552,298.15,101.3,Liquid,2,,,10.1021/je030207i,OCCO,0.225,0,Solvent,CCCCO,0.775,0.0,Solvent,0.60308,
6497,298.15,101.0,Liquid,2,0.9734540000000002,,10.1016/j.tca.2011.06.020,C1CCOCC1,0.2297,0,Solvent,Cc1ccccc1N,0.7703,0.0,Solvent,,
6498,308.15,101.0,Liquid,2,,,10.1021/je1005196,C1CCOCC1,0.2379,0,Solvent,Cc1ccccc1N,0.7621,0.0,Solvent,-0.3658,
6499,308.15,101.0,Liquid,2,,,10.1021/je1005196,C1CCOCC1,0.4901,0,Solvent,Cc1ccccc1N,0.5099,0.0,Solvent,-0.5715,
6500,308.15,101.0,Liquid,2,,,10.1021/je1005196,C1CCOCC1,0.741,0,Solvent,Cc1ccccc1N,0.259,0.0,Solvent,-0.4892,
6501,298.15,101.0,Liquid,2,1.0015600000000002,,10.1016/j.tca.2011.06.020,CNC=O,0.5198,0,Solvent,Cc1ccccc1N,0.4802,0.0,Solvent,,
6502,298.15,101.0,Liquid,2,0.9991050000000002,,10.1016/j.tca.2011.06.020,CNC=O,0.2756,0,Solvent,Cc1ccccc1N,0.7244,0.0,Solvent,,
6503,308.15,101.0,Liquid,2,0.9935880000000002,,10.1016/j.tca.2011.06.020,CNC=O,0.7211,0,Solvent,Cc1ccccc1N,0.2789,0.0,Solvent,,
6504,308.15,101.0,Liquid,2,,,10.1016/j.tca.2011.06.020,CNC=O,0.7214,0,Solvent,Cc1ccccc1N,0.2786,0.0,Solvent,-0.6685,
6505,308.15,101.0,Liquid,2,,,10.1016/j.tca.2011.06.020,CNC=O,0.5189,0,Solvent,Cc1ccccc1N,0.4811,0.0,Solvent,-0.7563,
6506,308.15,101.0,Liquid,2,,,10.1016/j.tca.2011.06.020,CNC=O,0.2174,0,Solvent,Cc1ccccc1N,0.7826,0.0,Solvent,-0.4044,
6507,298.15,101.0,Liquid,2,0.9563590000000004,,10.1016/j.tca.2011.06.020,C1CCOCC1,0.2633,0,Solvent,CNC=O,0.7367,0.0,Solvent,,
6508,298.15,101.0,Liquid,2,0.9250360000000002,,10.1016/j.tca.2011.06.020,C1CCOCC1,0.5122,0,Solvent,CNC=O,0.4878,0.0,Solvent,,
6509,298.15,101.0,Liquid,2,0.9023610000000002,,10.1016/j.tca.2011.06.020,C1CCOCC1,0.7315,0,Solvent,CNC=O,0.2685,0.0,Solvent,,
6510,308.15,101.0,Liquid,2,,,10.1016/j.tca.2011.06.020,C1CCOCC1,0.2254,0,Solvent,CNC=O,0.7746,0.0,Solvent,0.1556,
6511,308.15,101.0,Liquid,2,,,10.1016/j.tca.2011.06.020,C1CCOCC1,0.5114,0,Solvent,CNC=O,0.4886,0.0,Solvent,0.3231,
6512,308.15,101.0,Liquid,2,,,10.1016/j.tca.2011.06.020,C1CCOCC1,0.7576,0,Solvent,CNC=O,0.2424,0.0,Solvent,0.2521,
6513,298.15,101.0,Liquid,2,0.7105500000000001,,10.1016/j.jct.2005.02.006,C1CCCCC1,0.4793,0,Solvent,CCCCCC,0.5207,0.0,Solvent,,
6514,298.15,101.0,Liquid,2,0.6838300000000002,,10.1016/j.jct.2005.02.006,C1CCCCC1,0.2343,0,Solvent,CCCCCC,0.7657,0.0,Solvent,,
6515,298.15,101.0,Liquid,2,0.7392000000000002,,10.1007/s10765-005-5572-8,C1CCCCC1,0.7543,0,Solvent,CCCCCC,0.2457,0.0,Solvent,,
6516,298.15,101.0,Liquid,2,,,10.1016/j.jct.2008.12.004,C1CCCCC1,0.219,0,Solvent,CCCCCC,0.781,0.0,Solvent,0.1264,
6517,298.15,101.0,Liquid,2,,,10.1016/j.jct.2008.12.004,C1CCCCC1,0.4832,0,Solvent,CCCCCC,0.5168,0.0,Solvent,0.2144,
6518,298.15,101.0,Liquid,2,,,10.1016/j.jct.2008.12.004,C1CCCCC1,0.7255,0,Solvent,CCCCCC,0.2745,0.0,Solvent,0.199,
6519,298.15,101.0,Liquid,2,0.7110900000000002,,10.1016/j.jct.2005.02.006,C1CCCCC1,0.2498,0,Solvent,CCCCCCCC,0.7502,0.0,Solvent,,
6520,298.15,101.0,Liquid,2,0.7250300000000002,,10.1016/j.jct.2005.02.006,C1CCCCC1,0.4777,0,Solvent,CCCCCCCC,0.5223,0.0,Solvent,,
6521,298.15,101.0,Liquid,2,0.7509700000000002,,10.1016/j.jct.2005.02.006,C1CCCCC1,0.7961,0,Solvent,CCCCCCCC,0.2039,0.0,Solvent,,
6522,303.15,101.0,Liquid,2,,,10.1016/j.fluid.2006.03.020,C1CCCCC1,0.7513,0,Solvent,CCCCCCCC,0.2487,0.0,Solvent,0.23,
6523,303.15,101.0,Liquid,2,,,10.1016/j.fluid.2006.03.020,C1CCCCC1,0.5324,0,Solvent,CCCCCCCC,0.4676,0.0,Solvent,0.258,
6524,303.15,101.0,Liquid,2,,,10.1016/j.fluid.2006.03.020,C1CCCCC1,0.2744,0,Solvent,CCCCCCCC,0.7256,0.0,Solvent,0.18,
6525,298.15,101.0,Liquid,2,0.6967900000000001,,10.1016/j.jct.2011.06.021,CC(C)CC(C)(C)C,0.73596,0,Solvent,CCO,0.26404,0.0,Solvent,,
6526,298.15,101.0,Liquid,2,0.7110500000000001,,10.1016/j.jct.2011.06.021,CC(C)CC(C)(C)C,0.49374,0,Solvent,CCO,0.50626,0.0,Solvent,,
6527,303.15,101.0,Liquid,2,0.7605800000000003,,10.1021/je9001416,CC(C)CC(C)(C)C,0.0824,0,Solvent,CCO,0.9176,0.0,Solvent,,
6528,303.15,101.0,Liquid,2,,,10.1021/je7005743,CC(C)CC(C)(C)C,0.7617,0,Solvent,CCO,0.2383,0.0,Solvent,0.634022,
6529,303.15,101.0,Liquid,2,,,10.1021/je7005743,CC(C)CC(C)(C)C,0.5158,0,Solvent,CCO,0.4842,0.0,Solvent,0.638973,
6530,303.15,101.0,Liquid,2,,,10.1021/je7005743,CC(C)CC(C)(C)C,0.0815,0,Solvent,CCO,0.9185,0.0,Solvent,0.197762,
6531,298.15,101.0,Liquid,2,0.8136000000000002,,10.1021/je900468u,C1CCCCC1,0.4996,0,Solvent,c1ccccc1,0.5004,0.0,Solvent,,
6532,298.15,101.0,Liquid,2,0.8405780000000002,,10.1016/j.tca.2012.04.002,C1CCCCC1,0.2498,0,Solvent,c1ccccc1,0.7502,0.0,Solvent,,
6533,298.15,101.0,Liquid,2,0.7929200000000002,,10.1016/j.tca.2012.04.002,C1CCCCC1,0.7323,0,Solvent,c1ccccc1,0.2677,0.0,Solvent,,
6534,298.2,100.0,Liquid,2,,,10.1016/j.jct.2014.05.020,C1CCCCC1,0.7668,0,Solvent,c1ccccc1,0.2332,0.0,Solvent,0.5517,
6535,298.2,100.0,Liquid,2,,,10.1016/j.jct.2014.05.020,C1CCCCC1,0.5012,0,Solvent,c1ccccc1,0.4988,0.0,Solvent,0.7893,
6536,298.2,100.0,Liquid,2,,,10.1016/j.jct.2014.05.020,C1CCCCC1,0.2606,0,Solvent,c1ccccc1,0.7394,0.0,Solvent,0.6282,
6537,298.15,100.0,Liquid,2,0.7952000000000002,,10.1016/j.jct.2014.06.030,C1CCCCC1,0.7622,0,Solvent,C1CCOCC1,0.2378,0.0,Solvent,,
6538,298.15,100.0,Liquid,2,0.8211500000000002,,10.1016/j.jct.2014.06.030,C1CCCCC1,0.5018,0,Solvent,C1CCOCC1,0.4982,0.0,Solvent,,
6539,298.15,100.0,Liquid,2,0.8470300000000002,,10.1016/j.jct.2014.06.030,C1CCCCC1,0.2659,0,Solvent,C1CCOCC1,0.7341,0.0,Solvent,,
6540,308.15,101.0,Liquid,2,,,10.1016/j.tca.2010.03.028,C1CCCCC1,0.7266,0,Solvent,C1CCOCC1,0.2734,0.0,Solvent,0.4424,
6541,308.15,101.0,Liquid,2,,,10.1016/j.tca.2010.03.028,C1CCCCC1,0.2471,0,Solvent,C1CCOCC1,0.7529,0.0,Solvent,0.3613,
6542,308.15,101.0,Liquid,2,,,10.1021/je900077g,C1CCCCC1,0.499,0,Solvent,C1CCOCC1,0.501,0.0,Solvent,0.526,
6543,298.15,101.0,Liquid,2,1.8698300000000003,,10.1016/j.jct.2005.07.009,BrCCBr,0.7506,0,Solvent,CCOC=O,0.2494,0.0,Solvent,,
6544,298.15,101.0,Liquid,2,1.5742900000000004,,10.1016/j.jct.2005.07.009,BrCCBr,0.5107,0,Solvent,CCOC=O,0.4893,0.0,Solvent,,
6545,298.15,101.0,Liquid,2,1.2851500000000005,,10.1016/j.jct.2005.07.009,BrCCBr,0.2825,0,Solvent,CCOC=O,0.7175,0.0,Solvent,,
6546,298.15,101.0,Liquid,2,,,10.1016/j.jct.2005.07.009,BrCCBr,0.7346,0,Solvent,CCOC=O,0.2654,0.0,Solvent,0.3604,
6547,298.15,101.0,Liquid,2,,,10.1016/j.jct.2005.07.009,BrCCBr,0.503,0,Solvent,CCOC=O,0.497,0.0,Solvent,0.404,
6548,298.15,101.0,Liquid,2,,,10.1016/j.jct.2005.07.009,BrCCBr,0.2475,0,Solvent,CCOC=O,0.7525,0.0,Solvent,0.2492,
6549,298.15,101.0,Liquid,2,0.8572100000000002,,10.1021/je700580g,CCCCO,0.75098,0,Solvent,OCCO,0.24902,0.0,Solvent,,
6550,298.15,101.0,Liquid,2,0.9322200000000004,,10.1021/je700580g,CCCCO,0.46528,0,Solvent,OCCO,0.53472,0.0,Solvent,,
6551,298.15,101.0,Liquid,2,1.0138600000000002,,10.1021/je700580g,CCCCO,0.2247,0,Solvent,OCCO,0.7753,0.0,Solvent,,
6553,298.15,101.3,Liquid,2,,,10.1021/je030207i,CCCCO,0.4776,0,Solvent,OCCO,0.5224,0.0,Solvent,0.73252,
6554,298.15,101.3,Liquid,2,,,10.1021/je030207i,CCCCO,0.2473,0,Solvent,OCCO,0.7527,0.0,Solvent,0.55438,
6555,298.15,101.0,Liquid,2,1.002592,,10.1021/je400184t,NCCO,0.78535,0,Solvent,c1ccncc1,0.21465,0.0,Solvent,,
6556,298.15,101.0,Liquid,2,0.9936870000000002,,10.1021/je400184t,NCCO,0.55864,0,Solvent,c1ccncc1,0.44136,0.0,Solvent,,
6557,298.15,101.0,Liquid,2,0.9825660000000004,,10.1021/je400184t,NCCO,0.21001,0,Solvent,c1ccncc1,0.78999,0.0,Solvent,,
6558,298.15,101.0,Liquid,2,,,10.1021/je400184t,NCCO,0.74678,0,Solvent,c1ccncc1,0.25322,0.0,Solvent,0.612,
6559,298.15,101.0,Liquid,2,,,10.1021/je400184t,NCCO,0.55936,0,Solvent,c1ccncc1,0.44064,0.0,Solvent,0.824,
6560,298.15,101.0,Liquid,2,,,10.1021/je400184t,NCCO,0.24812,0,Solvent,c1ccncc1,0.75188,0.0,Solvent,0.779,
6561,298.15,101.0,Liquid,2,1.0161020000000005,,10.1021/je400184t,CN(CCO)CCO,0.67,0,Solvent,c1ccncc1,0.33,0.0,Solvent,,
6562,298.15,101.0,Liquid,2,1.0044450000000005,,10.1021/je400184t,CN(CCO)CCO,0.47353,0,Solvent,c1ccncc1,0.52647,0.0,Solvent,,
6563,298.15,101.0,Liquid,2,0.9906030000000002,,10.1021/je400184t,CN(CCO)CCO,0.23126,0,Solvent,c1ccncc1,0.76874,0.0,Solvent,,
6564,298.15,101.0,Liquid,2,,,10.1021/je400184t,CN(CCO)CCO,0.23061,0,Solvent,c1ccncc1,0.76939,0.0,Solvent,-0.032,
6565,298.15,101.0,Liquid,2,,,10.1021/je400184t,CN(CCO)CCO,0.66958,0,Solvent,c1ccncc1,0.33042,0.0,Solvent,-0.12,
6566,298.15,101.0,Liquid,2,,,10.1021/je400184t,CN(CCO)CCO,0.47376,0,Solvent,c1ccncc1,0.52624,0.0,Solvent,-0.093,
6567,293.15,101.325,Liquid,2,0.9921000000000002,,10.1016/j.jct.2004.11.009,Cc1cccnc1,0.225,0,Solvent,O,0.775,0.0,Solvent,,
6568,293.15,101.325,Liquid,2,0.9797000000000002,,10.1016/j.jct.2004.11.009,Cc1cccnc1,0.5,0,Solvent,O,0.5,0.0,Solvent,,
6569,293.15,101.325,Liquid,2,0.9690000000000002,,10.1016/j.jct.2004.11.009,Cc1cccnc1,0.7,0,Solvent,O,0.3,0.0,Solvent,,
6570,298.15,101.0,Liquid,2,0.8654400000000002,,10.1021/je9005823,CC(=O)c1ccccc1,0.2517,0,Solvent,CC(C)O,0.7483,0.0,Solvent,,
6571,298.15,101.0,Liquid,2,0.9375600000000002,,10.1021/je9005823,CC(=O)c1ccccc1,0.5345,0,Solvent,CC(C)O,0.4655,0.0,Solvent,,
6572,298.15,101.0,Liquid,2,0.9823500000000004,,10.1021/je9005823,CC(=O)c1ccccc1,0.7561,0,Solvent,CC(C)O,0.2439,0.0,Solvent,,
6573,298.15,100.0,Liquid,2,,,10.1021/je7006633,CC(=O)c1ccccc1,0.2001,0,Solvent,CC(C)O,0.7999,0.0,Solvent,1.1352,
6574,298.15,100.0,Liquid,2,,,10.1021/je7006633,CC(=O)c1ccccc1,0.4996,0,Solvent,CC(C)O,0.5004,0.0,Solvent,1.5703,
6575,298.15,100.0,Liquid,2,,,10.1021/je7006633,CC(=O)c1ccccc1,0.7006,0,Solvent,CC(C)O,0.2994,0.0,Solvent,1.3758,
6576,298.15,101.0,Liquid,2,1.0652000000000004,,10.1021/je400722h,C1COCO1,0.7266,0,Solvent,Cc1ccccc1Cl,0.2734,0.0,Solvent,,
6577,298.15,101.0,Liquid,2,1.0694000000000004,,10.1021/je400722h,C1COCO1,0.5169,0,Solvent,Cc1ccccc1Cl,0.4831,0.0,Solvent,,
6578,308.15,101.0,Liquid,2,1.0630000000000002,,10.1021/je400722h,C1COCO1,0.2685,0,Solvent,Cc1ccccc1Cl,0.7315,0.0,Solvent,,
6579,308.15,101.0,Liquid,2,,,10.1021/je400722h,C1COCO1,0.7604,0,Solvent,Cc1ccccc1Cl,0.2396,0.0,Solvent,0.313,
6580,308.15,101.0,Liquid,2,,,10.1021/je400722h,C1COCO1,0.5009,0,Solvent,Cc1ccccc1Cl,0.4991,0.0,Solvent,0.393,
6581,308.15,101.0,Liquid,2,,,10.1021/je400722h,C1COCO1,0.2679,0,Solvent,Cc1ccccc1Cl,0.7321,0.0,Solvent,0.272,
6582,298.15,101.0,Liquid,2,1.0536,,10.1021/je400722h,C1COCCO1,0.5136,0,Solvent,Cc1ccccc1Cl,0.4864,0.0,Solvent,,
6583,298.15,101.0,Liquid,2,1.0674000000000003,,10.1021/je400722h,C1COCCO1,0.2263,0,Solvent,Cc1ccccc1Cl,0.7737,0.0,Solvent,,
6584,308.15,101.0,Liquid,2,1.0256,,10.1021/je400722h,C1COCCO1,0.8357,0,Solvent,Cc1ccccc1Cl,0.1643,0.0,Solvent,,
6585,308.15,101.0,Liquid,2,,,10.1021/je400722h,C1COCCO1,0.8357,0,Solvent,Cc1ccccc1Cl,0.1643,0.0,Solvent,0.244,
6586,308.15,101.0,Liquid,2,,,10.1021/je400722h,C1COCCO1,0.4912,0,Solvent,Cc1ccccc1Cl,0.5088,0.0,Solvent,0.356,
6587,308.15,101.0,Liquid,2,,,10.1021/je400722h,C1COCCO1,0.2462,0,Solvent,Cc1ccccc1Cl,0.7538,0.0,Solvent,0.206,
6588,298.15,101.0,Liquid,2,0.9336500000000002,,10.1021/je400722h,C1CCOCC1,0.7658,0,Solvent,Cc1ccccc1Cl,0.2342,0.0,Solvent,,
6589,298.15,101.0,Liquid,2,0.9931600000000002,,10.1021/je400722h,C1CCOCC1,0.4784,0,Solvent,Cc1ccccc1Cl,0.5216,0.0,Solvent,,
6590,298.15,101.0,Liquid,2,1.0396,,10.1021/je400722h,C1CCOCC1,0.2263,0,Solvent,Cc1ccccc1Cl,0.7737,0.0,Solvent,,
6591,308.15,101.0,Liquid,2,,,10.1021/je400722h,C1CCOCC1,0.7533,0,Solvent,Cc1ccccc1Cl,0.2467,0.0,Solvent,-0.154,
6592,308.15,101.0,Liquid,2,,,10.1021/je400722h,C1CCOCC1,0.5175,0,Solvent,Cc1ccccc1Cl,0.4825,0.0,Solvent,-0.22,
6593,308.15,101.0,Liquid,2,,,10.1021/je400722h,C1CCOCC1,0.2632,0,Solvent,Cc1ccccc1Cl,0.7368,0.0,Solvent,-0.175,
6594,298.15,101.0,Liquid,2,0.9525650000000004,,10.1016/j.tca.2011.02.002,C1CCOCC1,0.2415,0,Solvent,c1ccncc1,0.7585,0.0,Solvent,,
6595,308.15,101.0,Liquid,2,0.9124250000000002,,10.1016/j.tca.2011.02.002,C1CCOCC1,0.5364,0,Solvent,c1ccncc1,0.4636,0.0,Solvent,,
6596,308.15,101.0,Liquid,2,0.8933350000000002,,10.1016/j.tca.2011.02.002,C1CCOCC1,0.7336,0,Solvent,c1ccncc1,0.2664,0.0,Solvent,,
6597,308.15,101.0,Liquid,2,,,10.1016/j.tca.2011.02.002,C1CCOCC1,0.2915,0,Solvent,c1ccncc1,0.7085,0.0,Solvent,0.0898,
6598,308.15,101.0,Liquid,2,,,10.1016/j.tca.2011.02.002,C1CCOCC1,0.5363,0,Solvent,c1ccncc1,0.4637,0.0,Solvent,0.1573,
6599,308.15,101.0,Liquid,2,,,10.1016/j.tca.2011.02.002,C1CCOCC1,0.7344,0,Solvent,c1ccncc1,0.2656,0.0,Solvent,0.1564,
